id,name,display_name,partisan,internal,url,classification,notes
1195,Public Affairs Council,,NA,NA,https://pac.org/,501(c)(4),NA
1196,Aetna,,NA,NA,NA,NA,NA
1198,Voter.com,,NA,NA,www.voter.com,other,NA
1266,Phi Delta Kappa,,NA,NA,NA,NA,NA
1200,Pew Forum on Religion & Public Life,,NA,NA,NA,NA,NA
1201,Pew Research Center for the People & the Press,,NA,NA,NA,NA,NA
1203,Public Sector Consultants,,NA,NA,https://publicsectorconsultants.com/,consulting company,NA
1204,New Yorkers United for Justice,,NA,NA,https://nyuj.org/,501(c)(3),NA
1205,Arkansas Citizens First Congress,,DEM,NA,http://www.citizensfirst.org/,501(c)(4),NA
1207,Joe Monahan,,NA,NA,http://joemonahansnewmexico.blogspot.com/,other,NA
1208,KHOU-TV,,NA,NA,https://www.khou.com/,local media,NA
1209,Security in Strength PAC,,REP,NA,https://securityisstrengthpac.com/,super PAC,NA
1210,USAFacts,,NA,NA,https://usafacts.org/,national media,NA
1212,Heartland Institute,,REP,NA,https://heartland.org/,501(c)(3),NA
1213,Yahoo News,,NA,NA,https://news.yahoo.com/,national media,NA
1214,Democratic Policy Institute,,DEM,NA,https://democraticpolicyinstitute.com/,501(c)(4),NA
1215,Solar Energy Industries Association,,NA,NA,https://www.seia.org/,PAC,NA
1216,Sunrun,,NA,NA,https://www.sunrun.com/,PAC,NA
1217,Brown University Taubman Center,,NA,NA,https://www.brown.edu/,research institution,NA
1218,Center for Election Science,,NA,NA,https://electionscience.org/,501(c)(3),NA
1219,EWTN,,NA,NA,https://www.ewtn.com/,national media,NA
1220,NBC10 Boston,,NA,NA,https://www.nbcboston.com/,local media,NA
1221,Telemundo Boston,,NA,NA,https://www.nbcboston.com/tag/telemundo-boston/,local media,NA
1222,NECN,,NA,NA,https://www.necn.com/,local media,NA
1223,PRWeek,,NA,NA,https://www.prweek.com/us,national media,NA
1226,USC Rossier,,NA,NA,https://rossier.usc.edu/,research institution,NA
1227,Policy Analysis for California Education,,NA,NA,https://edpolicyinca.org/,research institution,NA
1228,Stanford Center on Longevity,,NA,NA,https://longevity.stanford.edu/,research institution,NA
1229,Unite the Country PAC,,DEM,NA,https://unitethecountry.com/,super PAC,NA
1230,Groundwork Collaborative,,NA,NA,https://groundworkcollaborative.org/,501(c)(3),NA
1231,Rust Belt Rising,,DEM,NA,https://rustbeltrising.com/,PAC,NA
1232,Uniting Missouri PAC,,REP,NA,https://unitingmo.com/,PAC,NA
1233,WCVB-TV,,NA,NA,https://www.wcvb.com/,local media,NA
1234,Future Leaders Fund,,REP,NA,https://www.futureleadersfund.com/,hybrid PAC,NA
1235,NBCLX,,NA,NA,https://www.lx.com/,national media,NA
1236,Alabama Daily News,,NA,NA,https://www.aldailynews.com/,local media,NA
1237,WAFF-TV,,NA,NA,https://www.waff.com/,local media,NA
1238,Wisconsin Manufacturers and Commerce,,NA,NA,https://www.wmc.org/,501(c)(6),NA
1239,Americans for Progressive Action,,REP,NA,https://www.fec.gov/data/committee/C00545590/?tab=summary,super PAC,NA
1241,USC Price,,NA,NA,https://priceschool.usc.edu/,research institution,NA
1242,USC Schwarzenegger,,NA,NA,http://schwarzenegger.usc.edu/,research institution,NA
1244,Wisconsin State Journal,,NA,NA,https://madison.com/wsj/,local media,NA
1245,University of Houston,,NA,NA,https://uh.edu/hobby/,research institution,NA
1246,Progress Texas,,DEM,NA,https://progresstexas.org/,501(c)(4),NA
1248,Progressive Policy Institute,,NA,NA,https://www.progressivepolicy.org/,501(c)(3),NA
1249,Northwest Side GOP Club,,REP,NA,https://www.nwsgop.com/,other political entity,NA
1251,Restoration PAC,,REP,NA,https://www.restorationofamerica.com/,super PAC,NA
1252,Toledo Blade,,NA,NA,NA,local media,NA
1253,Pittsburgh Post Gazette,,NA,NA,NA,local media,NA
1254,Fox 5 New York,,NA,NA,NA,local media,NA
1257,Strother Nuckels Strategies,,NA,NA,https://www.strother-nuckels.com/,consulting company,NA
1258,American Enterprise Institute,,NA,NA,https://www.aei.org/,501(c)(3),NA
1259,Rural Organizing,,NA,NA,https://ruralorganizing.org/,501(c)(4),NA
1260,American Principles Project,,REP,NA,https://americanprinciplesproject.org/,super PAC,NA
1261,More in Common,,NA,NA,https://www.moreincommon.com/,501(c)(3),NA
1262,Just the News,,NA,NA,https://justthenews.com/,national media,NA
1263,MarComm,,NA,NA,http://www.marcomm.io/,consulting company,NA
1264,Business Week,,NA,NA,NA,NA,NA
1265,Third Millennium,,NA,NA,NA,NA,NA
1268,Democracy Toolbox,,DEM,NA,https://demtoolbox.com/home,consulting company,NA
1269,Real Facts NC,,DEM,NA,https://realfactsnc.com/,501(c)(4),NA
1270,Politics Now,,NA,NA,NA,NA,NA
1271,Markle Foundation,,NA,NA,NA,NA,NA
1272,Knight Ridder,,NA,NA,https://en.wikipedia.org/wiki/Knight_Ridder,NA,NA
1273,Freedom Forum Media Studies Center,,NA,NA,NA,NA,NA
1274,Georgia House Republican Trust,,REP,TRUE,http://gahousegop.org/,party committee,NA
1275,Microsoft,,NA,NA,NA,NA,NA
1276,VISN Television Network,,NA,NA,NA,NA,NA
1277,University of Denver,,NA,NA,https://www.du.edu/,research institution,NA
1278,Anti-Defamation League of B'nai B'rith,,DEM,NA,NA,NA,NA
1279,Brookings Institute,,NA,NA,https://www.brookings.edu/,research institution,NA
1280,CATO Institute,,NA,NA,https://www.cato.org/,501(c)(3),NA
1281,Democratic Leadership Council,,DEM,NA,NA,NA,NA
1282,Republican National Committee,,REP,TRUE,https://www.gop.com/,party committee,NA
1283,US Sugar Corp.,,REP,NA,NA,NA,NA
1284,John Locke Foundation,,NA,NA,https://www.johnlocke.org/,501(c)(3),NA
1285,Republican State Leadership Committee,,REP,TRUE,https://www.rslc.gop/,party committee,NA
1286,Progress Now Colorado,,DEM,NA,https://progressnowcolorado.org/,501(c)(4),NA
1287,DNC,,DEM,NA,https://democrats.org/,NA,NA
1288,New Democrat Network,,DEM,NA,NA,NA,NA
1289,Eric Schmeltzer,,DEM,NA,https://twitter.com/JustSchmeltzer,other,NA
1290,Americans United to Protect Social Security,,DEM,NA,NA,NA,NA
1291,AOL News,,NA,NA,NA,NA,NA
1292,Money Magazine,,NA,NA,NA,NA,NA
1293,Media General,,NA,NA,NA,NA,NA
1294,Ms. Foundation for Education and Communication,,NA,NA,NA,NA,NA
1295,Garth Analysis,,NA,NA,NA,other,NA
1296,Maryland Public Television,,NA,NA,NA,local media,NA
1297,Americans Talk Security,,NA,NA,NA,NA,NA
1298,KARE-TV,,NA,NA,https://www.kare11.com/,local media,NA
1299,Carolina Partnership for Reform,,REP,NA,https://cprnc.org/,501(c)(4),NA
1300,Greenleaf Book Group,,NA,NA,https://greenleafbookgroup.com/,corporation,NA
1301,Chain Store Guide,,NA,NA,https://www.chainstoreguide.com/,consulting company,NA
1302,Outdoor Promotions,,NA,NA,https://www.opoutdoor.com/,corporation,NA
1303,CloutHub,,NA,NA,https://app.clouthub.com/,corporation,NA
1304,People's Pundit Daily,,NA,NA,https://www.peoplespunditdaily.com/,national media,NA
1305,Bongino Report,,NA,NA,https://bonginoreport.com/,national media,NA
1306,Coffee with Scott Adams,,NA,NA,https://www.scottadamssays.com/,other,NA
1307,Jack Posobiec,,NA,NA,https://en.wikipedia.org/wiki/Jack_Posobiec,other,NA
1308,Sayfie Review,,NA,NA,https://www.sayfiereview.com/,local media,NA
1310,FOX10 News,,NA,NA,https://www.fox10tv.com/,local media,NA
1312,Winning the Issues,,REP,NA,https://www.winningtheissues.org/,501(c)(4),NA
1313,New Models,,REP,NA,https://newmodels.io/,national media,NA
1314,Mike Cernovich,,REP,NA,https://en.wikipedia.org/wiki/Mike_Cernovich,other,NA
1316,Fargo Forum,,NA,NA,https://www.inforum.com/,local media,NA
1317,Mobile Register,,NA,NA,NA,local media,NA
1318,Idaho State Democratic Party,,DEM,TRUE,NA,party committee,NA
1319,Florida Republican Party,,REP,TRUE,https://www.florida.gop/,party committee,NA
1320,California Chamber of Commerce,,REP,NA,NA,NA,NA
1321,Louisiana Association of Business and Industry,,REP,NA,NA,NA,NA
1322,Kentucky Democratic Party,,DEM,TRUE,NA,party committee,NA
1323,Progress Illinois,,DEM,NA,NA,NA,NA
1324,National Organization for Marriage,,REP,NA,NA,NA,NA
1325,Project New West,,DEM,NA,http://web.archive.org/web/20121101125946/http://www.projectnewamerica.com/,corporation,NA
1326,American Action Forum,,REP,NA,https://www.americanactionforum.org/,501(c)(3),NA
1327,Idaho Hospital Association,,REP,NA,https://teamiha.org/,501(c)(6),NA
1328,Texas Democratic Party,,DEM,TRUE,https://www.texasdemocrats.org/,party committee,NA
1329,QuincyNews.org,,NA,NA,https://quincynews.org/,national media,NA
1330,Orleans Parish Democratic Executive Committee,,DEM,TRUE,https://opdecla.org/,party committee,NA
1331,Americans for Prosperity,,REP,NA,https://americansforprosperity.org/,501(c)(4),NA
1332,Pine Tree Politics,,REP,NA,NA,local media,NA
1333,Jeff Roe,,REP,NA,https://en.wikipedia.org/wiki/Jeff_Roe,other,NA
1334,Whatfinger News,,NA,NA,https://www.whatfinger.com/,national media,NA
1335,U.S. Citizens Association,,REP,NA,https://web.archive.org/web/20100103031702/http://www.uscitizensassociation.com/,501(c)(4),NA
1336,Concerned Taxpayers of America,,REP,NA,https://web.archive.org/web/20101022045930/http://concernedtaxpayers.us/,super PAC,NA
1337,Tennessee Republican Party,,REP,TRUE,https://tngop.org/,party committee,NA
1338,Nevada State Democratic Party,,DEM,TRUE,NA,party committee,NA
1339,IBEW Local 1547,,DEM,NA,https://www.ibew1547.org/,union,NA
1340,National Right to Life Committee,,REP,NA,NA,NA,NA
1341,North Dakota Democratic-NPL Party,,DEM,TRUE,https://demnpl.com/,party committee,NA
1342,Project New America,,DEM,NA,http://web.archive.org/web/20121101125946/http://www.projectnewamerica.com/,corporation,NA
1343,Retail Association of Nevada,,REP,NA,https://rannv.org/,501(c)(6),NA
1344,Pennsylvania Republican State Committee,,REP,TRUE,http://www.pagop.org/,party committee,NA
1345,Property Casualty Insurers Association,,NA,NA,https://www.apci.org/,501(c)(6),NA
1346,Kentucky Leadership Council,,DEM,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C00487926,super PAC,NA
1347,Missouri Democratic Party,,DEM,TRUE,https://www.missouridemocrats.org/,party committee,NA
1348,Indiana Manufacturers Association,,REP,NA,NA,NA,NA
1349,Workforce Alliance,,NA,NA,NA,501(c)(3),NA
1350,Reform Voter Project,,DEM,NA,NA,NA,NA
1351,Conservative Leadership Alliance PAC,,REP,NA,NA,NA,NA
1352,North Carolina Center for Voter Education,,NA,NA,http://www.ncvotered.com/,NA,NA
1353,Louisiana Republican Party,,REP,TRUE,https://www.lagop.com/,party committee,NA
1354,New Leadership USA,,REP,NA,NA,NA,NA
1355,Georgia Democratic Party,,DEM,TRUE,https://www.georgiademocrat.org/,party committee,NA
1356,Arizona Republican Party,,REP,TRUE,https://azgop.com/,party committee,NA
1357,Colorado Republican Party,,REP,TRUE,NA,party committee,NA
1358,Idaho Republican Party,,REP,TRUE,https://www.idgop.org/,party committee,NA
1359,Indiana House Democrats,,DEM,TRUE,NA,NA,NA
1360,National Association of Wholesalers,,NA,NA,NA,NA,NA
1361,Washington Democratic Party,,DEM,TRUE,NA,party committee,NA
1362,Washington State Democratic Central Committee,,DEM,TRUE,NA,party committee,NA
1363,DEM (partisan),,DEM,NA,NA,other,NA
1364,REP (partisan),,REP,NA,NA,other,NA
1366,Alaskans Standing Together,,REP,NA,https://web.archive.org/web/20160210080115/http://www.alaskansstandingtogether.org/,super PAC,NA
1367,Miami Herald,,NA,NA,https://www.miamiherald.com/,local media,NA
1368,El Nuevo Herald,,NA,NA,https://www.elnuevoherald.com/,local media,NA
1370,Esquire,,NA,NA,https://www.esquire.com/,national media,NA
1371,Pittsburgh Tribune-Review,,NA,NA,https://triblive.com/,local media,NA
1372,WPXI-TV (Pittsburgh),,NA,NA,https://www.wpxi.com/,local media,NA
1373,WIS-TV (South Carolina),,NA,NA,NA,local media,NA
1374,Communities for Quality Education,,NA,NA,http://www.qualityednow.org/,501(c)(4),NA
1375,Providence Journal,,NA,NA,https://www.providencejournal.com/,local media,NA
1376,ABC6,,NA,NA,https://www.abc6.com/,local media,NA
1377,Georgia Republican Party,,REP,TRUE,NA,party committee,NA
1378,Defenders of Wildlife Action Fund,,DEM,NA,https://defenders.org/,501(c)(4),NA
1379,Environment New Mexico,,DEM,NA,https://environmentamerica.org/newmexico/,501(c)(3),NA
1380,Inside The Numbers With The People's Pundit,,NA,NA,https://www.peoplespunditdaily.com/section/shows/inside-the-numbers/,national media,NA
1381,Greenville Magazine,,NA,NA,NA,NA,NA
1382,We Are Wisconsin,,DEM,NA,https://archive.ph/1kNdy,501(c)(4),NA
1383,USAction,,DEM,NA,https://web.archive.org/web/20130805084741/http://www.usaction.org/,501(c)(4),NA
1384,Nevada State Education Association,,NA,NA,https://www.nsea-nv.org/,union,NA
1385,Public Campaign,,NA,NA,https://www.campaignmoney.org/,501(c)(4),NA
1386,Public Notice,,NA,NA,http://web.archive.org/web/20120615003017/http://thepublicnotice.org/,501(c)(3),NA
1387,Colorado Policy Institute,,REP,NA,NA,NA,NA
1388,American Countdown Podcast,,NA,NA,https://chartable.com/podcasts/american-countdown,national media,NA
1389,Northeastern University,,NA,NA,https://www.northeastern.edu/,research institution,NA
1390,Rutgers University,,NA,NA,https://www.rutgers.edu/,research institution,NA
1391,Northwestern University Department of Political Science,,NA,NA,https://www.ipr.northwestern.edu/,research institution,NA
1392,Election Twitter,,NA,NA,https://twitter.com/hashtag/ElectionTwitter?src=hashtag_click,other,NA
1393,American Hotel and Lodging Association,,NA,NA,https://www.ahla.com/,501(c)(6),NA
1394,International Franchise Association,,NA,NA,https://franchiseeconomy.com/,501(c)(6),NA
1395,Stop the HIT,,NA,NA,https://stopthehit.com/,other political entity,NA
1396,Modern Medicaid Alliance,,NA,NA,https://modernmedicaid.org/,lobbying group,NA
1397,EMPhysicians,,NA,NA,https://www.emergencyphysicians.org/,501(c)(6),NA
1398,National Community Pharmacists Association,,NA,NA,https://ncpa.org/,501(c)(6),NA
1399,Alzheimer's Impact Movement,,NA,NA,https://alzimpact.org/,501(c)(4),NA
1400,Internet Innovation Alliance,,NA,NA,https://internetinnovation.org/,501(c)(6),NA
1401,Paid Leave for the U.S. Action Fund,,NA,NA,https://www.plusaction.us/aboutplusaction,other political entity,NA
1402,Likelihood of Confusion,,NA,NA,https://www.likelihoodofconfusion.com/,other,NA
1403,National Geographic,,NA,NA,https://www.nationalgeographic.com/,national media,NA
1404,Saint Louis University,,NA,NA,https://www.slu.edu/index.php,research institution,NA
1405,Climate Power 2020,,DEM,NA,https://climatepower.us/about/,501(c)(4),NA
1406,FWD.us,,NA,NA,NA,NA,NA
1407,The Immigration Hub,,DEM,NA,https://theimmigrationhub.org/,lobbying group,NA
1408,America's Voice,,DEM,NA,https://americasvoice.org/,501(c)(4),NA
1409,Accountable Tech,,NA,NA,https://accountabletech.org/,501(c)(3),NA
1410,Protect the Investigation,,DEM,NA,https://protecttheinvestigation.org/about/,501(c)(4),NA
1411,Millionaires Surtax,,NA,NA,http://surtax.org/,501(c)(3),NA
1412,Just Facts,,NA,NA,https://www.justfacts.com/,national media,NA
1413,Lindsey Must Go,,DEM,NA,http://www.lindseymustgo.com/,super PAC,NA
1414,Brach Eichler LLC,,NA,NA,https://www.bracheichler.com/,consulting company,NA
1415,Michigan Economic Recovery Council,,NA,NA,https://cmham.org/wp-content/uploads/2020/04/Governor-Whitmers-COVID-re-opening-strategy.pdf,other,NA
1416,Your Voice Ohio,,NA,NA,https://yourvoiceohio.org/,501(c)(3),NA
1417,Congressional Integrity Project,,DEM,NA,https://congressionalintegrity.org/,501(c)(4),NA
1418,Dream Corps,,DEM,NA,https://dream.org/,501(c)(3),NA
1419,Justice Action Network,,NA,NA,https://www.justiceactionnetwork.org/,501(c)(4),NA
1420,Ditch Mitch Fund,,DEM,NA,https://ditchmitchfund.com/,hybrid PAC,NA
1421,Accountable.US,,NA,NA,https://www.accountable.us/,501(c)(3),NA
1422,Democracy in Color,,DEM,NA,https://democracyincolor.com/,501(c)(3),NA
1423,Mississippi Democratic Party,,DEM,TRUE,https://www.mississippidemocrats.org/,party committee,NA
1425,Radio Isla 1320,,NA,NA,https://radioisla.tv/,local media,NA
1426,Secure Democracy,,NA,NA,https://www.securedemocracyusa.org/,501(c)(3),NA
1427,Deputy Sheriff's Association,,REP,NA,NA,NA,NA
1428,Texas Hispanic Policy Foundation,,NA,NA,https://www.txhpf.org/,501(c)(3),NA
1429,Rice University,,NA,NA,https://www.bakerinstitute.org/,research institution,NA
1430,Liberty Nation,,NA,NA,https://www.libertynation.com/,national media,NA
1431,Murmuration,,NA,NA,https://murmuration.org/,501(c)(4),NA
1433,ProgressOhio,,DEM,NA,https://progressohio.org/,super PAC,NA
1434,Uber,,NA,NA,https://www.uber.com/,corporation,NA
1435,Fair Fight Action,,DEM,NA,https://fairfight.com/,hybrid PAC,NA
1436,The Canadian Press,,NA,NA,https://www.thecanadianpress.com/,national media,NA
1437,BUSR,,NA,NA,https://busr.ag/,corporation,NA
1438,Brandwatch,,NA,NA,https://www.brandwatch.com/,corporation,NA
1439,Jolt Initiative,,NA,NA,https://www.joltinitiative.org/,501(c)(3),NA
1440,MOVE Texas,,NA,NA,https://movetexas.org/,501(c)(4),NA
1441,Texas Rising,,NA,NA,https://txrising.org/,501(c)(3),NA
1442,Women's Liberation Front,,NA,NA,https://www.womensliberationfront.org/,501(c)(3),NA
1443,Left of Center,,DEM,NA,https://www.leftofcenter.org/,hybrid PAC,NA
1444,WDIO-TV Duluth,,NA,NA,https://www.wdio.com/,local media,NA
1445,York Dispatch,,NA,NA,https://www.yorkdispatch.com/,local media,NA
1446,NewsNation,,NA,NA,https://www.newsnationnow.com/,national media,NA
1447,American Promise,,NA,NA,https://americanpromise.net/,501(c)(4),NA
1448,Coalition to Restore Public Trust,,NA,NA,https://www.facebook.com/CoalitiontoRestorePublicTrust/,lobbying group,NA
1449,Fordham University,,NA,NA,https://www.fordham.edu/,research institution,NA
1450,Cook County Republican Party,,REP,TRUE,https://www.cookrepublicanparty.com/,party committee,NA
1451,Citizens for the Republic,,REP,NA,http://web.archive.org/web/20161217015240/http://www.cftr.org/about/mission/,PAC,NA
1452,Indivisible,,DEM,NA,https://indivisible.org/,501(c)(4),NA
1453,Market Freedom Alliance,,REP,NA,https://marketfreedomalliance.com/,501(c)(4),NA
1454,Black PAC,,DEM,NA,https://blackpac.com/,super PAC,NA
1455,Defend Students Action Fund,,NA,NA,https://www.defendstudents.org/about,PAC,NA
1457,Center for American Greatness,,NA,NA,https://amgreatness.com/,national media,NA
1458,The Federalist,,NA,NA,https://thefederalist.com/,national media,NA
1459,Independent Alaska,,DEM,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C00757294,super PAC,NA
1460,Keep Kansas Great PAC,,REP,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C00714394,super PAC,NA
1461,Committee to Protect Medicare,,DEM,NA,https://committeetoprotect.org/our-story/,501(c)(3),NA
1462,Piedmont Rising,,DEM,NA,https://www.piedmontrising.org/,501(c)(4),NA
1463,North Dakota Voters First,,NA,NA,https://www.northdakotavotersfirst.org/,other political entity,NA
1465,Smart and Safe Arizona,,NA,NA,https://smartandsafeaz.com/,other political entity,NA
1466,Cheddar,,NA,NA,https://cheddar.com/,national media,NA
1467,WMOV Radio,,NA,NA,http://wmov1360.com/,local media,NA
1468,Our Voice Maryland,,NA,NA,https://ourvoicemaryland.org/,501(c)(4),NA
1469,Blue Texas PAC,,DEM,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C00753293,super PAC,NA
1470,WV First,,DEM,NA,NA,PAC,NA
1471,Congressional Progressive Caucus PAC (CPC PAC),,DEM,NA,https://weareprogressives.org/,PAC,NA
1472,Colorado Politics,,NA,NA,https://www.coloradopolitics.com/,local media,NA
1473,The Telegraph,,NA,NA,https://www.telegraph.co.uk/,national media,NA
1474,Survey Center on American Life,,NA,NA,https://www.americansurveycenter.org/,501(c)(3),NA
1475,PoliticalIQ,,NA,NA,https://www.politicaliq.com/,national media,NA
1476,Andrew Ellison,,NA,NA,https://twitter.com/andrewpellison,other,NA
1477,PollSmart MR,,NA,NA,https://www.pollsmartmr.com/,consulting company,NA
1478,MinnPost,,NA,NA,https://www.minnpost.com/,local media,NA
1479,Ready Education Network,,REP,NA,https://readyeducation.org/,501(c)(4),NA
1480,The Independent,,NA,NA,https://www.independent.co.uk/us,national media,NA
1481,lehighvalleylive.com,,NA,NA,https://www.lehighvalleylive.com/,local media,NA
1482,University of Pennsylvania,,NA,NA,https://www.upenn.edu/,research institution,NA
1483,KTVM NBC Montana,,NA,NA,https://nbcmontana.com/,local media,NA
1484,American Bridge 21st Century,,DEM,NA,https://americanbridgepac.org/,501(c)(4),NA
1485,Lounge Group,,NA,NA,http://www.loungegroup.com/,consulting company,NA
1486,Századvég Research Institute,,NA,NA,https://szazadveg.hu/en,research institution,NA
1487,Painter Communications,,NA,NA,https://paintercommunications.com/about-us/,consulting company,NA
1489,John C. Hulsman Enterprises,,NA,NA,http://john-hulsman.com/,consulting company,NA
1490,Puerto Rico Herald,,NA,NA,https://puertoricoherald.com/,local media,NA
1491,Florida Democratic Party,,DEM,TRUE,https://www.floridadems.org/,party committee,NA
1492,Conservative Energy Network,,REP,NA,https://www.conservativeenergynetwork.org/,501(c)(3),NA
1494,Rainey Center,,NA,NA,https://www.raineycenter.org/,501(c)(3),NA
1495,Yale Program on Climate Change Communication,,NA,NA,https://climatecommunication.yale.edu/,research institution,NA
1496,George Mason University Center for Climate Change Communication,,NA,NA,https://www.climatechangecommunication.org/,research institution,NA
1498,Arizona Research Consortium,,DEM,NA,https://onearizona.org/,research institution,NA
1499,Arizona Wins,,DEM,NA,http://az-wins.org/,other,NA
1501,Omidyar Network,,NA,NA,https://omidyar.com/,501(c)(3),NA
1502,Carnegie Corporation of New York,,NA,NA,https://www.carnegie.org/,501(c)(3),NA
1503,University of Texas Dallas,,NA,NA,https://www.utdallas.edu/,research institution,NA
1505,Patients for Affordable Drugs Now,,NA,NA,https://patientsforaffordabledrugsnow.org/,501(c)(4),NA
1506,North State Journal,,NA,NA,https://nsjonline.com/,local media,NA
1507,FSU Institute of Politics,,NA,NA,https://www.fsu.edu/,research institution,NA
1511,COMPETE_,,NA,NA,https://competeeverywhere.com/,consulting company,NA
1512,AMM Political Strategies,,NA,NA,https://www.ammpolitical.com/,consulting company,NA
1513,Aspiration,,NA,NA,https://www.aspiration.com/,corporation,NA
1515,California Business Roundtable,,NA,NA,https://www.cbrt.org/,501(c)(6),NA
1516,Pepperdine University,,NA,NA,https://www.pepperdine.edu/,research institution,NA
1517,Richmond Times-Dispatch,,NA,NA,https://richmond.com/,local media,NA
1518,KCCI (Des Moines),,NA,NA,https://www.kcci.com/,local media,NA
1519,KIMT-TV (Mason City),,NA,NA,NA,local media,NA
1520,Kean University,,NA,NA,https://web.archive.org/web/20160325074029/http://chpp.kean.edu/,research institution,NA
1521,Knoxville Post,,NA,NA,NA,local media,NA
1522,Montana Chamber of Commerce,,NA,NA,https://www.montanachamber.com/,501(c)(6),NA
1523,Americas PAC,,REP,NA,https://americaspac527.com/,super PAC,NA
1524,"KXAS-TV (Fort Worth, TX)",,NA,NA,NA,local media,NA
1526,Nicole LeFavour,,DEM,TRUE,NA,NA,NA
1527,Employee Freedom Action Committee,,REP,NA,NA,NA,NA
1528,Bloomington Pantagraph,,NA,NA,NA,NA,NA
1529,WEEK-TV,,NA,NA,NA,local media,NA
1530,IssuesPA,,NA,NA,NA,NA,NA
1531,Stephens Media Group,,NA,NA,https://smgexchange.com/,media company,NA
1532,Arkansas News Bureau,,NA,NA,https://web.archive.org/web/20200710222326/https://www.arkansasnews.com/,local media,NA
1533,KTHV-TV Little Rock,,NA,NA,NA,local media,NA
1534,KXTV-TV (California),,NA,NA,NA,local media,NA
1535,KUSA-TV (Colorado),,NA,NA,https://www.9news.com/,local media,NA
1536,KOAA-TV (Colorado),,NA,NA,NA,local media,NA
1537,WBBM-TV (Chicago),,NA,NA,https://www.audacy.com/wbbm780,local media,NA
1538,WLEX-TV (Lexington),,NA,NA,https://www.lex18.com/,local media,NA
1539,KOMU-TV (Columbia),,NA,NA,NA,local media,NA
1540,KDKA-TV (Pittsburgh),,NA,NA,https://www.cbsnews.com/pittsburgh/,local media,NA
1541,WNEP-TV (Pennsylvania),,NA,NA,NA,local media,NA
1542,KPNX-TV (Phoenix),,NA,NA,NA,local media,NA
1543,WCSH-TV (Portland),,NA,NA,NA,local media,NA
1544,WLBZ-TV (Bangor),,NA,NA,NA,local media,NA
1545,KSAX-TV (Minnesota),,NA,NA,NA,local media,NA
1546,Roll Call,,NA,NA,https://www.rollcall.com/,NA,NA
1547,WDBJ-TV (Roanoke),,NA,NA,https://www.wdbj7.com/,local media,NA
1548,WTVR-TV (Richmond),,NA,NA,NA,local media,NA
1549,WJLA-TV (Washington DC),,NA,NA,https://wjla.com/,local media,NA
1550,WJHL-TV (Virginia),,NA,NA,NA,local media,NA
1551,WABC-TV (New York),,NA,NA,https://abc7ny.com/,local media,NA
1552,Center for Immigration Studies,,REP,NA,NA,NA,NA
1553,America First Policies,,REP,NA,https://docquery.fec.gov/cgi-bin/fecimg/?C90017302,other political entity,NA
1554,We the People Ohio,,REP,NA,http://ohio.wethepeopleonline.com/,other,NA
1555,Fortune,,NA,NA,https://fortune.com/,national media,NA
1556,WHNT-TV,,NA,NA,NA,local media,NA
1557,Birmingham News,,NA,NA,https://www.al.com/birmingham/,local media,NA
1558,Houston Chronicle,,NA,NA,https://www.houstonchronicle.com/,local media,NA
1559,We the People Wisconsin,,REP,NA,https://wisconsin.wethepeopleonline.com/,other,NA
1560,Sterling Corporation,,REP,NA,https://sterlingmoving.com/,corporation,NA
1562,"Montana Jobs, Education, and Technology PAC",,DEM,NA,NA,PAC,NA
1563,Be a Hero,,DEM,NA,https://beaherofund.com/,hybrid PAC,NA
1564,Women Effect Action Fund,,DEM,NA,https://womeneffectactionfund.org/,501(c)(4),NA
1565,WJAR (Rhode Island),,NA,NA,https://turnto10.com/,local media,NA
1566,Florida Education Association,,DEM,NA,https://feaweb.org/,union,NA
1567,Texans for Insurance Reform PAC,,DEM,NA,NA,NA,NA
1568,Honolulu Star-Bulletin,,NA,NA,https://www.staradvertiser.com/,local media,NA
1569,Minuteman PAC,,NA,NA,NA,NA,NA
1570,WSLS-TV (Roanoke),,NA,NA,NA,local media,NA
1571,WUSA-TV (Washington DC),,NA,NA,NA,local media,NA
1572,Northwestern University Medill School of Journalism,,NA,NA,https://www.medill.northwestern.edu/,research institution,NA
1573,Bowling Green Daily News,,NA,NA,NA,local media,NA
1574,WAPT-TV (Jackson),,NA,NA,NA,local media,NA
1575,WLBT (Jackson),,NA,NA,NA,local media,NA
1576,WDAM (Hattiesburg),,NA,NA,NA,local media,NA
1577,The Clarion-Ledger,,NA,NA,NA,local media,NA
1579,Huntsville Times,,NA,NA,https://www.al.com/huntsville/,local media,NA
1580,Business Council of Alabama,,REP,NA,NA,NA,NA
1581,KATV-TV (Arkansas),,NA,NA,NA,local media,NA
1582,California Teachers Association,,NA,NA,NA,NA,NA
1583,News 8 Hawaii,,NA,NA,NA,local media,NA
1584,KITV (Hawaii),,NA,NA,https://www.kitv.com/,local media,NA
1585,SLANTED,,NA,NA,https://www.amazon.com/Slanted-Media-Taught-Censorship-Journalism/dp/0062974696,other,NA
1586,WRC-TV (Maryland),,NA,NA,https://www.nbcwashington.com/,local media,NA
1587,National Women's Law Center,,DEM,NA,https://nwlc.org/,501(c)(3),NA
